2017-10-22 IP-0006931 19036,20326 1
2017-10-22 IP-0021357 19036,20326 1
2017-10-22 IP-0022294 19036,20326 1
2017-10-22 IP-0022295 15768,19036,20326 1
2017-10-22 IP-0022296 19036 3
2017-10-22 IP-0022297 19036,20326 1
2017-10-22 IP-0021361 19036 4
2017-10-22 IP-0022298 19036,20326 1
2017-10-22 IP-0022299 15768,19036,20326 1
2017-10-22 IP-0006148 19036,20326 1
2017-10-22 IP-0014238 19036,20326 1
2017-10-22 IP-0010764 19036,20326 1
2017-10-22 IP-0000871 19036,20326 2
2017-10-22 IP-0000494 19036,20326 2
2017-10-22 IP-0021056 19036,20326 2
2017-10-22 IP-0000003 19036,20326 2
2017-10-22 IP-0021058 19036,20326 1
2017-10-22 IP-0001241 19036,20326 2
2017-10-22 IP-0007247 19036,20326 1
2017-10-22 IP-0012659 19036,20326 1
2017-10-22 IP-0004826 19036,20326 1
2017-10-22 IP-0022300 19036,20326 16
2017-10-22 IP-0004374 19036,20326 1
2017-10-22 IP-0004900 19036,20326 2
2017-10-22 IP-0016574 19036,20326 1
2017-10-22 IP-0022301 19036,20326 1
2017-10-22 IP-0002177 19036,20326 1
2017-10-22 IP-0015967 19036,20326 1
2017-10-22 IP-0000011 19036,20326 1
2017-10-22 IP-0000013 19036,20326 1
2017-10-22 IP-0007422 19036,20326 1
2017-10-22 IP-0002324 19036,20326 1
2017-10-22 IP-0022302 19036,20326 1
2017-10-22 IP-0008521 19036,20326 2
2017-10-22 IP-0022303 15768,19036,20326 4
2017-10-22 IP-0008179 19036,20326 2
2017-10-22 IP-0022304 19036 3
2017-10-22 IP-0020417 19036,20326 1
2017-10-22 IP-0022305 19036,20326 1
2017-10-22 IP-0021829 19036,20326 1
2017-10-22 IP-0021830 19036,20326 3
2017-10-22 IP-0022306 19036,20326 2
2017-10-22 IP-0022307 19036,20326 1
2017-10-22 IP-0021832 19036 8
2017-10-22 IP-0003515 19036,20326 1
2017-10-22 IP-0007424 19036,20326 1
2017-10-22 IP-0020110 19036,20326 1
2017-10-22 IP-0021836 19036,20326 1
2017-10-22 IP-0022308 19036,20326 1
2017-10-22 IP-0017463 19036,20326 2
2017-10-22 IP-0022309 19036,20326 1
2017-10-22 IP-0010214 19036 1
2017-10-22 IP-0020421 19036 1
2017-10-22 IP-0009412 19036,20326 2
2017-10-22 IP-0009083 19036,20326 1
2017-10-22 IP-0010376 19036,20326 1
2017-10-22 IP-0009084 19036,20326 1
2017-10-22 IP-0001252 19036,20326 1
2017-10-22 IP-0022310 19036 1
2017-10-22 IP-0022311 19036,20326 1
2017-10-22 IP-0022312 19036 1
2017-10-22 IP-0016444 19036,20326 2
2017-10-22 IP-0022313 19036,20326 1
2017-10-22 IP-0002479 19036,20326 1
2017-10-22 IP-0021847 19036,20326 3
2017-10-22 IP-0003516 19036 2
2017-10-22 IP-0022314 19036,20326 1
2017-10-22 IP-0010377 19036,20326 1
2017-10-22 IP-0002003 19036,20326 1
2017-10-22 IP-0022315 19036,20326 1
2017-10-22 IP-0022316 19036,20326 1
2017-10-22 IP-0022317 19036,20326 2
2017-10-22 IP-0022318 19036,20326 1
2017-10-22 IP-0022319 15768,19036,20326 1
2017-10-22 IP-0000885 19036,20326 2
2017-10-22 IP-0004456 19036,20326 1
2017-10-22 IP-0001791 19036,20326 1
2017-10-22 IP-0003998 19036,20326 2
2017-10-22 IP-0003181 19036,20326 2
2017-10-22 IP-0019862 19036,20326 1
2017-10-22 IP-0022320 19036,20326 1
2017-10-22 IP-0019317 19036,20326 1
2017-10-22 IP-0002326 19036,20326 1
2017-10-22 IP-0002739 19036,20326 1
2017-10-22 IP-0002740 19036,20326 3
2017-10-22 IP-0002741 19036,20326 1
2017-10-22 IP-0003088 19036,20326 1
2017-10-22 IP-0022321 19036 1
2017-10-22 IP-0009915 19036,20326 1
2017-10-22 IP-0021076 19036,20326 1
2017-10-22 IP-0020433 19036,20326 1
2017-10-22 IP-0013552 19036,20326 1
2017-10-22 IP-0011758 19036,20326 1
2017-10-22 IP-0011211 19036,20326 2
2017-10-22 IP-0014527 19036,20326 2
2017-10-22 IP-0020125 19036,20326 1
2017-10-22 IP-0022322 19036,20326 2
2017-10-22 IP-0022323 19036,20326 3
2017-10-22 IP-0022324 15768,19036,20326 1
2017-10-22 IP-0016580 19036 1
2017-10-22 IP-0015771 19036 1
2017-10-22 IP-0003089 19036,20326 1
2017-10-22 IP-0022325 19036,20326 8
2017-10-22 IP-0015969 19036,20326 3
2017-10-22 IP-0012452 19036,20326 2
2017-10-22 IP-0021390 19036,20326 1
2017-10-22 IP-0013641 19036,20326 2
2017-10-22 IP-0019863 19036,20326 2
2017-10-22 IP-0022326 19036,20326 2
2017-10-22 IP-0021391 19036,20326 1
2017-10-22 IP-0020437 19036 1
2017-10-22 IP-0000027 19036,20326 1
2017-10-22 IP-0022327 15768,19036,20326 1
2017-10-22 IP-0015424 19036,20326 1
2017-10-22 IP-0000029 19036,20326 1
2017-10-22 IP-0001796 19036,20326 1
2017-10-22 IP-0021858 19036,20326 47
2017-10-22 IP-0019069 19036,20326 2
2017-10-22 IP-0017803 19036,20326 1
2017-10-22 IP-0007268 19036,20326 2
2017-10-22 IP-0019070 19036,20326 1
2017-10-22 IP-0022328 19036,20326 1
2017-10-22 IP-0020441 19036 1
2017-10-22 IP-0010872 19036,20326 1
2017-10-22 IP-0019605 19036,20326 1
2017-10-22 IP-0022329 19036,20326 2
2017-10-22 IP-0022330 19036,20326 3
2017-10-22 IP-0022331 19036,20326 2
2017-10-22 IP-0022332 19036,20326 2
2017-10-22 IP-0022333 19036,20326 2
