2019-04-30 IP-3693825 20326 1
2019-04-30 IP-5390288 20326 1
2019-04-30 IP-5390289 20326 1
2019-04-30 IP-5390290 20326 1
2019-04-30 IP-0891579 20326 1
2019-04-30 IP-4850390 20326 1
2019-04-30 IP-5341624 19036,20326 2
2019-04-30 IP-1548163 20326 1
2019-04-30 IP-2440797 20326 2
2019-04-30 IP-5107605 20326 1
2019-04-30 IP-2129636 20326 1
2019-04-30 IP-5085036 20326 1
2019-04-30 IP-5390291 20326 1
2019-04-30 IP-5390292 20326 1
2019-04-30 IP-5390293 19036,20326 1
2019-04-30 IP-5390294 20326 1
2019-04-30 IP-5390295 20326 1
2019-04-30 IP-5390296 20326 1
2019-04-30 IP-5390297 19036,20326 1
2019-04-30 IP-5390298 19036,20326 1
2019-04-30 IP-5390299 19036,20326 1
2019-04-30 IP-5390299 20326 1
2019-04-30 IP-5390300 20326 2
2019-04-30 IP-5390301 19036,20326 1
2019-04-30 IP-5390301 20326 1
2019-04-30 IP-5390302 20326 1
2019-04-30 IP-5231376 20326 1
2019-04-30 IP-5390303 20326 1
2019-04-30 IP-5390304 20326 1
2019-04-30 IP-5390305 20326 4
2019-04-30 IP-5390306 20326 1
2019-04-30 IP-4325808 20326 2
2019-04-30 IP-5130072 20326 1
2019-04-30 IP-5390307 20326 2
2019-04-30 IP-5390308 19036,20326 2
2019-04-30 IP-5390309 20326 1
2019-04-30 IP-3454219 20326 3
2019-04-30 IP-5390310 19036,20326 2
2019-04-30 IP-5390311 20326 1
2019-04-30 IP-5390312 20326 1
2019-04-30 IP-2281088 19036,20326 1
2019-04-30 IP-5390313 20326 1
2019-04-30 IP-1331968 19036,20326 1
2019-04-30 IP-1607728 20326 1
2019-04-30 IP-5377503 20326 1
2019-04-30 IP-5390314 19036,20326 1
2019-04-30 IP-5354471 20326 1
2019-04-30 IP-5278973 20326 2
2019-04-30 IP-5377505 20326 1
2019-04-30 IP-5390315 19036,20326 3
2019-04-30 IP-5366612 19036,20326 2
2019-04-30 IP-5193565 20326 1
2019-04-30 IP-5390316 20326 1
2019-04-30 IP-5390317 20326 1
2019-04-30 IP-5390318 20326 1
2019-04-30 IP-1740494 20326 1
2019-04-30 IP-0765264 20326 2
2019-04-30 IP-2812593 20326 1
2019-04-30 IP-2712274 20326 1
2019-04-30 IP-3181262 20326 1
2019-04-30 IP-3283828 19036,20326 2
2019-04-30 IP-2485247 20326 1
2019-04-30 IP-3260505 19036,20326 1
2019-04-30 IP-5390319 20326 1
2019-04-30 IP-1415642 20326 1
2019-04-30 IP-2296217 19036,20326 1
2019-04-30 IP-1910468 20326 1
2019-04-30 IP-3227556 20326 1
2019-04-30 IP-5390320 20326 2
2019-04-30 IP-1588876 20326 1
2019-04-30 IP-5390321 20326 1
2019-04-30 IP-5390322 20326 1
2019-04-30 IP-5377514 20326 1
2019-04-30 IP-5390323 20326 1
2019-04-30 IP-3050692 20326 2
2019-04-30 IP-5377515 20326 2
2019-04-30 IP-5390324 20326 8
2019-04-30 IP-5390325 20326 1
2019-04-30 IP-2470575 20326 1
2019-04-30 IP-3906800 20326 1
2019-04-30 IP-0289058 20326 1
2019-04-30 IP-5390326 20326 1
2019-04-30 IP-2220365 20326 1
2019-04-30 IP-2206860 19036,20326 4
2019-04-30 IP-4545620 19036,20326 2
2019-04-30 IP-1708352 20326 1
2019-04-30 IP-5390327 20326 2
2019-04-30 IP-1643723 20326 1
2019-04-30 IP-2338616 19036,20326 11
2019-04-30 IP-3072140 20326 3
2019-04-30 IP-2145750 20326 1
2019-04-30 IP-3815118 20326 1
2019-04-30 IP-2626612 20326 1
2019-04-30 IP-4181194 20326 1
2019-04-30 IP-5390328 20326 2
2019-04-30 IP-5047743 20326 1
2019-04-30 IP-5390329 20326 1
2019-04-30 IP-5390330 19036,20326 1
2019-04-30 IP-5366632 20326 1
2019-04-30 IP-5390331 20326 1
2019-04-30 IP-5390332 20326 1
2019-04-30 IP-5390333 19036,20326 2
2019-04-30 IP-5390334 20326 1
2019-04-30 IP-5390335 20326 1
2019-04-30 IP-5390336 20326 1
2019-04-30 IP-5390337 20326 1
2019-04-30 IP-5377531 20326 2
2019-04-30 IP-5390338 19036,20326 1
2019-04-30 IP-5390339 20326 1
2019-04-30 IP-5377533 20326 1
2019-04-30 IP-5390340 20326 1
2019-04-30 IP-5390341 19036,20326 3
2019-04-30 IP-0351728 19036,20326 2
2019-04-30 IP-4349969 20326 1
2019-04-30 IP-5390342 19036,20326 1
2019-04-30 IP-5390343 19036,20326 1
2019-04-30 IP-5390344 20326 1
2019-04-30 IP-3770387 20326 2
