date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-08-16,2210610211,5127319050,2725446,0,1045389,125457133,63325,39749
2017-08-17,1488622711,4967749993,612044,0,1070621,125219503,67962,15401
2017-08-18,2074263363,5190459175,684197,0,1318000,136204593,84705,16886
2017-08-19,1640383079,4849206312,467424,0,1213367,123218244,77885,21199
2017-08-20,1893775697,4744759480,423835,0,957855,118929904,95393,41130
2017-08-21,2008514529,5174075431,680863,0,1116174,128421897,85633,33070
2017-08-22,1949513198,5486600902,778073,0,1185614,132551170,91748,30311
2017-08-23,1822799272,5331065976,1129614,0,1133029,130450478,87860,27841
2017-08-24,1679164462,5424020781,655832,0,1142355,142793412,112983,48440
2017-08-25,1632548047,5257162583,603172,0,932966,141838521,93491,25723
2017-08-26,1857764089,5578631978,403825,0,2121805,131992757,90501,30787
2017-08-27,1733762566,5083421735,338723,0,1177519,122445106,73133,15480
2017-08-28,1822712837,5363042374,593835,0,1030537,120459271,225907,83828
2017-08-29,1876188128,5434322405,667477,0,769132,115133114,158896,81051
2017-08-30,1893776288,5240751234,658294,0,880774,118763305,139733,59554
2017-08-31,1890944139,5184922754,731504,0,989887,119300782,198496,96957
2017-09-01,1823526295,5077389742,570855,0,942990,121377622,158280,68991
2017-09-02,1689167153,4668470433,377165,0,730821,112355039,241326,135774
2017-09-03,1596478317,4645510823,437056,0,630222,108286426,257086,168245
2017-09-04,1421290864,5070886369,617520,0,891024,119820746,377160,248023
2017-09-05,1720945984,5375722771,612659,0,1056072,119768312,247115,136545
2017-09-06,1906374182,5423614324,602071,0,1076137,128526610,270825,160861
2017-09-07,1715777676,5364716819,606202,0,953621,128766754,245548,176755
2017-09-08,1540099775,5200362751,608792,0,1079766,122002254,220106,136811
2017-09-09,1662003995,4904657120,593523,0,818193,112242042,238336,120030
2017-09-10,1845518232,4970208758,832617,0,944491,112417648,243171,97152
2017-09-11,1989448210,5338055509,609257,0,1057734,117419945,341192,155854
2017-09-12,1938053328,5288315712,563576,0,898003,113114573,253591,147984
2017-09-13,1831155527,5225611828,581255,0,963571,117642598,419344,225402
2017-09-14,1843919961,5192737145,559235,0,1116052,120020752,271025,180145
2017-09-15,1381956263,5177431058,590685,0,1030030,117602422,166613,116590
2017-09-16,1303540915,4782072302,358166,0,922308,110440046,157009,122735
2017-09-17,1355180456,4703348720,390752,0,834331,108570278,172929,161885
2017-09-18,1443065816,5112609754,550367,0,853515,111519196,119884,75435
2017-09-19,1450904518,5365272204,2695338,0,876201,116030590,175993,131844
2017-09-20,1785905243,5222422218,5711469,0,879268,120904356,197659,173704
2017-09-21,1781504274,5200820501,5866451,0,836646,127203525,195015,153316
2017-09-22,1552346873,5290469349,5966875,0,889234,124218321,198273,191279
2017-09-23,1284121558,4906293169,5502448,0,854417,118315012,164381,144322
2017-09-24,1296292987,4858651560,5331033,0,1145509,117068060,156072,127857
2017-09-25,1391605707,5487358198,5890345,0,1287964,127155822,160908,142434
2017-09-26,1464040893,5639935500,6021993,0,1405434,127913915,158088,96020
2017-09-27,1530481442,5642623439,5975235,0,1618000,134128981,112601,42267
2017-09-28,1499294726,5568925459,6030279,0,1816339,133082816,101341,33715
2017-09-29,1403204999,5524446986,5828673,0,1778303,132144830,104508,38862
2017-09-30,1282367527,4928649529,5476099,0,1116134,119970513,97467,40447
2017-10-01,1274376088,4898786980,5858168,0,1357289,109574973,94665,36193
2017-10-02,1359422879,5454090613,7881757,0,1415305,137358441,103299,33404
2017-10-03,1338313965,5617593141,6140862,0,1457289,138967277,106894,31241
2017-10-04,1311042583,5584593446,6345099,0,1279095,128691002,115218,37736
2017-10-05,1283399619,5457954822,6088839,0,858194,128278028,103378,32938
2017-10-06,1312967588,5699692555,6404191,0,876003,130278753,106294,33260
2017-10-07,1257906175,5420173847,5862605,0,957937,125293374,97941,34266
2017-10-08,1246760808,5345302665,5729335,0,951022,117767407,96967,34536
2017-10-09,1413013811,5813112811,6119569,0,1071683,139250119,106883,36984
2017-10-10,1406444933,6069349140,6126818,0,1093335,147470449,107713,33924
2017-10-11,1427887166,6197948876,3826130,0,1030525,103472495,77658,23176
2017-10-12,1575356794,6460222294,762968,0,1158905,120816500,32312,16304
2017-10-13,1457108411,5513434831,859887,0,1276709,115359706,29936,11455
2017-10-14,1356075771,5346432842,677430,0,945341,106329576,35060,20450
2017-10-15,1283538689,5268687123,570841,0,899512,102297823,33993,20679
2017-10-16,1405730657,5731586913,771281,0,984996,108430433,38450,20517
2017-10-17,1408037153,5671097887,905560,0,938714,117053099,34617,18964
2017-10-18,1413506919,5702113273,997210,0,725495,115363716,46427,25772
2017-10-19,1392742139,5735521022,1059220,0,1370274,116824887,46738,21595
2017-10-20,1288478694,5538112281,1023374,0,1306442,116041974,41421,16480
2017-10-21,1214563948,5074881920,767337,0,1065413,107940385,39439,16049
2017-10-22,1282156150,4367232930,742085,0,826018,106152672,39432,17702
2017-10-23,1417634833,5666391797,964722,0,1164837,112476771,48630,16146
2017-10-24,1368867051,5649267970,1083134,0,1250665,112928241,51007,17119
2017-10-25,1304139837,5511434685,1103538,0,1392284,108697844,51733,16157
2017-10-26,1319579598,5348994280,956063,0,1426401,113692913,48909,14877
2017-10-27,1319921914,5031287286,920220,0,1064501,108989162,50442,12282
2017-10-28,1163968305,4717394156,704192,0,1163757,112691756,47834,14032
2017-10-29,1175185053,4688002846,783358,0,987736,106968104,49203,16690
2017-10-30,1270466198,5014348341,942136,0,958016,105967305,44431,12957
2017-10-31,1236449254,5142119490,898319,0,927938,107862340,49389,17242
2017-11-01,1273635629,5111005420,893949,0,942248,110964867,50696,18024
2017-11-02,1286450367,5154178056,890293,0,1037748,113318831,134347,77276
2017-11-03,1302356180,5002540297,913201,0,1208164,112655620,140070,91162
2017-11-04,1197719708,4880258030,561144,0,1034584,100845862,143398,77006
2017-11-05,1297527242,4750281695,508030,0,1108746,100707436,132750,79048
2017-11-06,1367295333,5082202058,667216,0,1401884,109519048,77208,35593
2017-11-07,1299557676,5112588635,667352,0,1165160,115590309,55431,28253
2017-11-08,1275280285,5364546511,645145,0,1154101,113386127,49374,25722
2017-11-09,1289040631,5374989996,616703,0,1136479,114806356,52208,35912
