date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-03-23,736289106,2054544925,0,0,557453,68248283,6756,14769
2017-03-24,785338927,2093554106,2629274,33277169,515754,66416686,6650,13019
2017-03-25,716744979,1970739078,0,0,693970,61230089,8378,10957
2017-03-26,628133901,1839525221,0,0,676083,59506423,5327,8955
2017-03-27,749150572,2093534696,0,0,3558885,74471972,7187,14609
2017-03-28,746542276,2043679773,0,0,788851,75391906,6207,14457
2017-03-29,748924598,2077659358,0,0,728737,68198220,7804,11666
2017-03-30,726068169,2111091236,0,0,581355,69888245,11068,11983
2017-03-31,724138874,2016221444,0,0,663705,71488544,8573,15979
2017-04-01,659652727,1845228892,0,0,449456,64782617,5619,16844
2017-04-02,643629527,1764248998,0,0,554982,65175604,6056,16303
2017-04-03,684359064,1905213747,0,0,719710,66342390,9404,18212
2017-04-04,665714636,2001494854,0,0,604966,63725103,7560,67453
2017-04-05,657332620,1949928434,0,0,525129,68750870,6503,45200
2017-04-06,664525109,1937078763,0,0,533805,65787432,7911,63998
2017-04-07,696330495,2029939839,0,0,482260,69752744,7428,32145
2017-04-08,572592451,1819712273,0,0,307726,63171294,7074,18620
2017-04-09,567932259,1725996074,0,0,288410,61672413,6489,24495
2017-04-10,663964570,1918390305,0,0,422174,67602134,6332,16718
2017-04-11,637152920,1963941535,0,0,642412,70023893,6109,6937
2017-04-12,633111566,1998351290,0,0,585564,69576088,7182,6648
2017-04-13,638445980,2036314611,0,0,583299,71530233,7162,6963
2017-04-14,641480499,1976401360,0,0,717384,69205652,10776,7296
2017-04-15,575025104,1829886352,0,0,602846,65836741,10582,6979
2017-04-16,576849580,1791750951,0,0,631075,65918044,9524,7210
2017-04-17,619561468,2056488985,0,0,601891,73213590,10877,7063
2017-04-18,670482228,2031384230,0,0,589293,73077512,7879,7082
