2018-11-15 IP-3507666 19036,20326 4
2018-11-15 IP-3507667 19036,20326 1
2018-11-15 IP-1502375 19036,20326 1
2018-11-15 IP-1502376 19036,20326 1
2018-11-15 IP-2440797 19036,20326 3
2018-11-15 IP-3507668 19036,20326 1
2018-11-15 IP-1910382 19036,20326 1
2018-11-15 IP-3495707 19036,20326 1
2018-11-15 IP-3507669 19036,20326 1
2018-11-15 IP-3050630 19036,20326 1
2018-11-15 IP-1063626 19036,20326 1
2018-11-15 IP-3507670 19036,20326 1
2018-11-15 IP-3507671 19036,20326 1
2018-11-15 IP-2338500 19036,20326 1
2018-11-15 IP-3507672 19036 2
2018-11-15 IP-3495710 19036,20326 2
2018-11-15 IP-3443198 19036,20326 18
2018-11-15 IP-3363535 19036,20326 59
2018-11-15 IP-3507673 19036,20326 2
2018-11-15 IP-3507674 19036,20326 1
2018-11-15 IP-3507675 19036,20326 1
2018-11-15 IP-3507676 19036,20326 1
2018-11-15 IP-2998642 19036,20326 1
2018-11-15 IP-0718697 19036,20326 1
2018-11-15 IP-3507677 19036,20326 1
2018-11-15 IP-3507678 19036,20326 5
2018-11-15 IP-3507679 19036,20326 1
2018-11-15 IP-3507680 19036,20326 1
2018-11-15 IP-3507681 19036,20326 1
2018-11-15 IP-3507682 19036,20326 2
2018-11-15 IP-3156170 19036,20326 1
2018-11-15 IP-3507683 19036,20326 1
2018-11-15 IP-3507684 19036,20326 3
2018-11-15 IP-3507685 19036,20326 1
2018-11-15 IP-3431991 19036,20326 48
2018-11-15 IP-3495722 19036,20326 1
2018-11-15 IP-1464686 19036,20326 1
2018-11-15 IP-3495723 19036,20326 2
2018-11-15 IP-3474301 19036,20326 1
2018-11-15 IP-3507686 19036,20326 1
2018-11-15 IP-3474302 19036,20326 11
2018-11-15 IP-3507687 19036,20326 2
2018-11-15 IP-3495724 19036,20326 1
2018-11-15 IP-3507688 19036,20326 2
2018-11-15 IP-3443211 19036,20326 1
2018-11-15 IP-1708258 19036,20326 1
2018-11-15 IP-1349144 19036,20326 2
2018-11-15 IP-2640641 19036,20326 1
2018-11-15 IP-3507689 19036,20326 1
2018-11-15 IP-3474304 19036,20326 18
2018-11-15 IP-1464694 19036,20326 1
2018-11-15 IP-3507690 19036,20326 1
2018-11-15 IP-1031610 19036,20326 2
2018-11-15 IP-1283581 19036,20326 1
2018-11-15 IP-2825335 19036,20326 1
2018-11-15 IP-2935375 19036,20326 1
2018-11-15 IP-1167099 19036,20326 1
2018-11-15 IP-0781918 19036,20326 1
2018-11-15 IP-0831537 19036,20326 1
2018-11-15 IP-3507691 19036,20326 1
2018-11-15 IP-3507692 19036,20326 1
2018-11-15 IP-3507693 19036,20326 1
2018-11-15 IP-2798914 19036,20326 1
2018-11-15 IP-3205141 19036,20326 1
2018-11-15 IP-3507694 19036,20326 1
2018-11-15 IP-3507695 19036,20326 1
2018-11-15 IP-1464729 19036,20326 1
2018-11-15 IP-2957890 19036,20326 1
2018-11-15 IP-0799117 19036,20326 1
2018-11-15 IP-3507696 19036,20326 1
2018-11-15 IP-3507697 19036,20326 1
2018-11-15 IP-3507698 19036,20326 1
2018-11-15 IP-3507699 19036,20326 1
2018-11-15 IP-3432000 19036,20326 1
2018-11-15 IP-2769257 19036,20326 1
2018-11-15 IP-0656665 19036,20326 1
2018-11-15 IP-1724163 19036,20326 1
2018-11-15 IP-1959763 19036,20326 1
2018-11-15 IP-3507700 19036,20326 2
2018-11-15 IP-3507701 19036,20326 1
2018-11-15 IP-3237803 19036,20326 1
2018-11-15 IP-0749318 19036,20326 1
2018-11-15 IP-3507702 19036,20326 1
2018-11-15 IP-1248675 19036,20326 8
2018-11-15 IP-3507703 19036,20326 1
2018-11-15 IP-3507704 19036,20326 1
2018-11-15 IP-1430473 19036,20326 1
2018-11-15 IP-2739646 19036,20326 1
2018-11-15 IP-3507705 19036,20326 1
2018-11-15 IP-3507706 19036,20326 1
2018-11-15 IP-3507707 19036,20326 1
2018-11-15 IP-3408784 19036,20326 1
